0,1,2,3,4,5,6,7,8,9,10,11
0.04724561400286175,0.04958344137204054,0.03064785723915267,0.01637736629746599,0.010497304909366536,0.008994657000565882,0.000651282527806791,0.0008723048043311649,0.0009268008468735843,0.0009720459360289481,0.001125672036532917,0.0011402080473680255
0.045379650846197946,0.054899729742926305,0.028591415764092836,0.01605032217953846,0.012400734845290579,0.009516096147989084,0.0006416535017249889,0.0009107216010478655,0.0009198778255476616,0.0008089214242771075,0.0008426680461873735,0.000984084856901735
0.042111186914997725,0.04565134861703329,0.030874893784320716,0.018385447498865587,0.011461355220419814,0.009244615905380008,0.000700533381498726,0.0009560811062639449,0.000914419291400908,0.000790200933054333,0.0008623026958747852,0.0008466071908322664
0.04954517915682911,0.05438513309705801,0.03603352802598578,0.014976652718480829,0.011155694116313173,0.009001030285539743,0.0006823014784825759,0.000899086968136495,0.0008322269431370378,0.0009693792682496415,0.000848729787594588,0.0008495740045348192
0.04588673885894849,0.05543537592624507,0.03484468288854947,0.02013116755916652,0.010456262187590038,0.008580943118836415,0.0006388184931393988,0.0009044216614128542,0.0009290620939127369,0.0007552698794427815,0.000747280678108492,0.000806508239378624
0.04652139866954306,0.0485823661522002,0.037535686836459865,0.020804878488771675,0.013064939529131956,0.007559845950439309,0.0006351794055503429,0.0008888073611764169,0.0009186927855041892,0.0007633296455243926,0.000750544525422592,0.0007903496454054666
0.043349089273450755,0.05288030611538557,0.03481875605470979,0.020001879810476228,0.014479067658902743,0.012914427820678727,0.0006423506660978754,0.0008632630142040643,0.0008967573534250408,0.0008505893504608158,0.0010091791405617042,0.0008117732841079608
0.04483422961064735,0.048828082314293794,0.044863315952287854,0.019656717867599937,0.016729969979486718,0.013283259058135969,0.0008401973981423184,0.0008980810568873434,0.0008382168686111944,0.0008079322936769908,0.0007361212984739453,0.0009935468904997133
0.04291875178012088,0.04970142326433012,0.04722536421695381,0.02022164817126893,0.01606756061122684,0.012670372044913137,0.0009953177071925596,0.0012213889561942465,0.0007643422467288523,0.0009633384392649212,0.0008915395837135584,0.000906495274102256
0.041230616628855354,0.04619572698720901,0.040130169160704714,0.020495747940824496,0.016308285695199088,0.013972063275341283,0.0009682201773011663,0.0012319312572405315,0.0014073959968531873,0.0007780387322342581,0.0008553672081592725,0.00086594908373224
0.05036229501408609,0.044256731737005964,0.0353744570013912,0.02413206953211062,0.015429742790623615,0.012627216957267262,0.0009656361786082037,0.001403016529368661,0.0013734664287658846,0.0013213377905752553,0.0008954417727758353,0.0009302302028553605
0.045424434886496896,0.05004213240924688,0.03230856942577546,0.02182440535497133,0.015231732693246956,0.013517360059792791,0.0009180294888241415,0.0013872997095209236,0.0013509512070809663,0.0013012746725432765,0.001308344112230854,0.0008164524925446399
0.04727912034982557,0.04449231537391765,0.036816496333441986,0.020486415773359197,0.015200795046849694,0.013544718698557764,0.0011030844775553298,0.0013952080450197384,0.0012915652280673213,0.0012935468107347404,0.0013610390120267271,0.0013755050064001692
0.0487281199554275,0.04535510017189549,0.03267506766184591,0.021607278395717553,0.015235837972442375,0.016237977744026598,0.000994363207670844,0.001518959467313663,0.0014139430659596346,0.0013915873475400643,0.0013692530986513694,0.0013236971715499721
0.044155532820460766,0.055223390223192434,0.04055861609314576,0.024287905390705355,0.01719106803546083,0.013657238193611861,0.00098231378127599,0.0013902337212204244,0.0015469054462770528,0.0013761889629453886,0.0013162648404351387,0.0014141584329030092
0.044693283891228584,0.04739594115180258,0.03736341152521306,0.020842423498804222,0.014466837605632896,0.0142094176953436,0.0009442006314551719,0.001496538186687224,0.0015577423971796028,0.0014150856409147088,0.001480794166228374,0.0015809772422653474
0.040029219043687815,0.04883338736956826,0.04226731724542806,0.017912024513271434,0.016238482672099437,0.013331955167484102,0.0010671206503801317,0.0013459729531008857,0.001359907214766441,0.0013850319231790988,0.0014458574696663625,0.0014511930868991883
0.047382810764668895,0.059928878637645865,0.03492977130593834,0.023805903163885693,0.017242088443677427,0.013557727201844049,0.001071491648446757,0.0013845276823043328,0.0014937397023647295,0.0014268837434284738,0.0016023317185159013,0.0016450600448155157
0.04236052005032536,0.04125468144204716,0.037513778284416835,0.024501159792179462,0.01659655376422624,0.012995089575704935,0.0009684252245250986,0.0014106806594039432,0.0016611643967355066,0.0014527794499614142,0.0015021130701926885,0.0016194128774214783
0.04048933873555495,0.04649588083015537,0.03984257343840515,0.021428036262154587,0.014639021161881318,0.01686285370045164,0.00111797091603001,0.0014952796524350337,0.0015575771713517209,0.0016114443260988771,0.0014158816926400457,0.0016682421448341036
